cui,drug_name
C0023863    ,lisuride
C0700752    ,lithane
C0023870    ,lithium
C0700751    ,lithobid
C0700189    ,lithonate
C0126013    ,lithostat
C0700750    ,lithotabs
C2720020    ,livalo
C0304936    ,"liver,desiccated"
C0730772    ,livial
C0244861    ,livostin
C2973895    ,lixisenatide
C1881354    ,l-lactate
C0023401    ,l-leucine
C0024337    ,l-lysine
C0025646    ,l-methionine
C4059058    ,"l-methionine-s,r-sulfoximine"
C2939773    ,l-methylfolate
C0721274    ,l-mycin
C0721401    ,lo-aqua
C1590489    ,lobac
C0023929    ,lobeline
C0700764    ,locabiotal
C0284664    ,loceryl
C0721406    ,locholest
C0126110    ,locoid
C0595212    ,lodiar
C0700001    ,lodine
C1948339    ,lodocort
C1878852    ,lodocortisone
C0700879    ,lodosyn
C0126120    ,lodoxamide
C0700830    ,lodrane
C0126122    ,loestrin
C0591733    ,lofensaid
C0023961    ,lofepramine
C0065152    ,lofexidine
C1170377    ,lofibra
C2344840    ,lohist-dm
C2981001    ,lohist-psb
C1330384    ,lokara
C2341986    ,lok-pak
C0721413    ,lok-pak-n
C4519970    ,lollicaine
C4283639    ,lomaira
C0065162    ,lomefloxacin
C0614278    ,lomifylline
C2827241    ,lomitapide
C0721415    ,lomocot
C0593830    ,lomont
C0065164    ,lomotil
C0023972    ,lomustine
C0065166    ,lonazolac
C4237893    ,loncor
C3486107    ,longrange
C4535535    ,lonhala
C0699464    ,loniten
C0721418    ,lonox
C4053554    ,lonsurf
C1601549    ,looperamide
C0591737    ,loperagen
C0023992    ,loperamide
C0700003    ,lopid
C0674432    ,lopinavir
C0077013    ,loprazolam
C0700776    ,lopressor
C0733447    ,loprox
C0701099    ,lopurin
C0721421    ,loqua
C0721422    ,lorabid
C0065295    ,loracarbef
C2940262    ,loradamed
C0065180    ,loratadine
C0024002    ,lorazepam
C2350948    ,lorcaserin
C1512524    ,lorcet
C0700782    ,lorelco
C1262804    ,lorexane
C3543409    ,loris
C0065185    ,lormetazepam
C0055477    ,lornoxicam
C0721427    ,loroxide
C1170379    ,lorsin
C0553262    ,lortab
C3244548    ,lorzone
C0126174    ,losartan
C0591742    ,losec
C0721433    ,losospan
C0721435    ,lotemax
C0721436    ,lotensin
C0772364    ,loteprednol
C4550692    ,lotilaner
C0544341    ,lotion
C0721438    ,lotrel
C0699670    ,lotrimin
C0721441    ,lotrisone
C0876076    ,lotronex
C0721442    ,lotussin
C0024027    ,lovastatin
C0912903    ,lovaza
C0728963    ,lovenox
C0876077    ,low-ogestrel
C0721447    ,lowsium
C0591744    ,loxapac
C0024056    ,loxapine
C3529057    ,loxicom
C0700779    ,loxitane
C0065199    ,loxoprofen
C3153202    ,lozi-flu
C0939703    ,lozi-flur
C0721450    ,lozol
C0031453    ,l-phenylalanine
C0033382    ,l-proline
C0036720    ,l-serine
C0041249    ,l-tryptophan
C0041485    ,l-tyrosine
C1684405    ,lubiprostone
C1721374    ,lucentis
C1631203    ,lucidex
C1609686    ,lucinactant
C1968222    ,luconazole
C1996464    ,luden's
C2741469    ,ludent
C0024080    ,ludiomil
C1166257    ,luesinum
C0287262    ,lufenuron
C0721457    ,lufyllin
C0721458    ,lufyllin-400
C0721459    ,lufyllin-epg
C0721460    ,lufyllin-gg
C1171498    ,lugacin
C1956280    ,luliconazole
C3852684    ,lumacaftor
C0531104    ,lumefantrine
C1577307    ,lumicain
C4550793    ,lumify
C0939372    ,lumigan
C0699493    ,luminal
C2828340    ,lumizyme
C0911740    ,lunelle
C1579761    ,lunesta
C1601728    ,lunestar
C0701459    ,lupron
C2003424    ,lurasidone
C0721463    ,luride
C0721464    ,luride-sf
C2722779    ,lusair
C2370730    ,lusedra
C1588529    ,lusonal
C1588195    ,lusonex
C0721466    ,lustra
C1640765    ,lustra-ultra
C0950286    ,lutalyse
C4287674    ,lutathera
C0043328    ,lutein
C1588106    ,lutera
C0024170    ,lutetium
C2981351    ,lutrelin
C0721467    ,lutrepulse
C1612983    ,luveris
C0086307    ,luvox
C0876079    ,luxiq
C4541997    ,luxturna
C3693182    ,luzu
C0042285    ,l-valine
C0065329    ,lyapolate
C1949339    ,lybrel
C0730782    ,lyclear
C0065331    ,lycopene
C0024200    ,lymecycline
C0721280    ,lymerix
C0126378    ,lymphazurin
C0591747    ,lymphoglobuline
C0024321    ,lynestrenol
C3538408    ,lynox
C3872110    ,lynparza
C0721469    ,lyphocin
C0024328    ,lypressin
C3556152    ,lypsyl
C3502538    ,lyral
C1570232    ,lyrica
C3666548    ,lysimax
C0024337    ,lysine
C0702007    ,lysodren
C3541379    ,lysozyme
C2726313    ,lysteda
C0065461    ,maalox
C1570923    ,macelignan
C3644785    ,macerrx
C2986922    ,macimorelin
C2606556    ,macitentan
C0591750    ,macrobid
C0700187    ,macrodantin
C0024416    ,macrodex
C0032483    ,macrogol
C1567931    ,macugen
C2979413    ,macuvite
C1587927    ,madacylinder
C0297253    ,madecassoside
C0065502    ,madopar
C0024452    ,mafenide
C0721510    ,mag-200
C0721514    ,magaant
C0721515    ,magagel
C0065512    ,magaldrate
C0721519    ,magan
C0721520    ,mag-delay
C0721512    ,mag-g
C1640760    ,maggel
C1813854    ,maginex
C3819127    ,magmex
C2728202    ,magmilax
C1876023    ,magnacet
C0721522    ,magnalox
C0065514    ,magnapen
C0721523    ,magnaprin
C2340952    ,magnebind
C0721524    ,magnebind-200
C0721525    ,magnebind-300
C0677518    ,magnesiocard
C0024467    ,magnesium
C0721529    ,magnevist
C0721530    ,magonate
C0721532    ,magsal
C1170384    ,mag-sr
C0721533    ,magtrate
C0721482    ,m.a.h.
C0721536    ,major-cin
C0721539    ,majorcon
C0721538    ,major-gesic
C2978013    ,makena
C1588516    ,maki
C3667711    ,mal-a-ket
C0731609    ,malarivon
C0595490    ,malarone
C3163349    ,malaseb
C0721540    ,malatal
C0220873    ,malate
C0024547    ,malathion
C0721541    ,maldec
C1601598    ,maldemar
C0721543    ,maldroxal
C0220874    ,maleate
C0592579    ,malix
C0721545    ,mallazine
C0721546    ,mallisol
C0721547    ,mallopress
C0721548    ,mallotuss
C0024643    ,malondialdehyde
C3858028    ,malotic
C0065600    ,maltitol
C0065601    ,maltodextrin
C0065605    ,maltol
C0024658    ,maltose
C0721549    ,maltsupex
C1611331    ,malvin
C0047231    ,m-aminophenol
C0995171    ,mandelamine
C1653581    ,mandelay
C0700924    ,mandol
C0772321    ,mangafodipir
C0024706    ,manganese
C0065654    ,mangiferin
C1589874    ,mangimin
C0065656    ,manidipine
C0024730    ,mannitol
C0024742    ,mannose
C0721552    ,mantadil
C1171473    ,mantadine
C2946323    ,manzatin-e
C0721553    ,maolate
C0721554    ,maoson
C0721555    ,mapap
C0024778    ,maprotiline
C2728250    ,maracyn
C1667052    ,maraviroc
C0721561    ,marax
C0721563    ,marblen
C0214439    ,marbofloxacin
C2945665    ,marcaine
C0721567    ,marcillin
C1588387    ,marcof
C0721569    ,mardol
C0699939    ,marezine
C1601620    ,marfarin
C0721570    ,margesic
C0721572    ,margesic-h
C0728767    ,marinol
C2962437    ,marlexate
C1871004    ,maropitant
C0591755    ,marplan
C0721576    ,marpres
C1883536    ,marqibo
C2729913    ,marquis
C1171433    ,marsilid
C0721577    ,marten-tab
C0721578    ,marthritic
C0721560    ,mar-zinc
C1601206    ,masalate
C0721579    ,masanti
C0731187    ,masnoderm
C0721582    ,masophen
C0733397    ,masoprocol
C1260636    ,masporin
C2344153    ,massengill
C3666998    ,masti-clear
C0721588    ,mastussin
C1703267    ,matmate
C4050026    ,matrix
C0701390    ,matulane
C2979814    ,matzim
C0721596    ,mavik
C4519577    ,mavyret
C0721597    ,maxair
C0721599    ,maxalt
C0721600    ,maxalt-mlt
C0721601    ,maxaquin
C0065756    ,maxepa
C3473498    ,max-freeze
C2356629    ,maxichlor
C0701254    ,maxidex
C0939374    ,maxidone
C0721605    ,maxifed
C0721606    ,maxifed-g
C0721607    ,maxiflor
C2917919    ,maxiflu
C2946875    ,maximum-h
C1588247    ,maxiphen
C0284915    ,maxipime
C0526091    ,maxitrol
C0721613    ,maxivate
C0699913    ,maxolon
C4318152    ,maxrevive
C0591758    ,maxtrex
C0127096    ,maxzide
C0733638    ,mazanor
C0024977    ,mazindol
C0721491    ,mb-tab
C0721472    ,m-caps
C0721473    ,m-clear
C0721493    ,md-76
C0721494    ,md-gastroview
C0721615    ,mebaral
C0025023    ,mebendazole
C0065832    ,mebeverine
C0065834    ,mebhydrolin
C0065834    ,mebhydroline
C1337345    ,mebrofenin
C0025029    ,mecamylamine
C0904505    ,mecasermin
C0025033    ,mechlorethamine
C0079810    ,mecholyl
C0002435    ,mecillinam
C0127392    ,meclan
C0721616    ,meclicot
C0025039    ,meclizine
C0065841    ,meclocycline
C1289957    ,meclofenamate
C0007710    ,meclofenoxate
C0728758    ,meclomen
C0025039    ,meclozine
C0065844    ,mecobalamin
C1966589    ,mectalyte
C0751253    ,mectizan
C0065850    ,mecysteine
C0721624    ,medasulf
C0025051    ,medazepam
C0721625    ,medcodin
C0721626    ,medent
C1876773    ,medent-pe
C2586553    ,medent-pei
C0721629    ,mederek
C0125656    ,medetomidine
C0721630    ,medex-la
C0721618    ,med-hist
C0721620    ,med-hist-hc
C1724487    ,medicaine
C2946775    ,medichoice
C1622654    ,medicone
C0721636    ,medicort
C3153704    ,medi-derm
C0721637    ,medidex
C0065858    ,medifoxamine
C0721640    ,medigesic
C0025132    ,medigoxin
C0025133    ,medihaler-epi
C0591760    ,medihaler-ergotamine
C0591761    ,medihaler-iso
C0721641    ,medilax
C2979427    ,medi-lyte
C0591762    ,medinex
C1961896    ,medi-paste
C0721643    ,mediplast
C0721644    ,medipred
C3819115    ,med-i-san
C2947923    ,medi-scrub
C2946879    ,medisilke
C1170390    ,medispaz
C0721645    ,meditest
C2949023    ,meditize
C0721646    ,medivert
C1170389    ,med-jec-40
C1166258    ,medorrhinum
C0721647    ,medralone
C0025145    ,medrogestone
C0699458    ,medrol
C3505293    ,medronate
C2962390    ,medrox
C0025147    ,medroxyprogesterone
C0721621    ,med-rx
C0065865    ,medrysone
C0806919    ,mefenamate
C0771693    ,mefenidramium
C0065870    ,mefenorex
C0591767    ,meflam
C0025153    ,mefloquine
C0701380    ,mefoxin
C0025156    ,mefruside
C0700004    ,megace
C0721652    ,mega-trim
C0025175    ,megestrol
C0025179    ,meglumine
C2946438    ,meijer
C2980169    ,mejoralito
C3644506    ,mekinist
C0000589    ,meksamine
C3692574    ,melamin
C0065896    ,melamine
C3692580    ,melamix
C0721653    ,melanex
C0721654    ,melanol
C0171462    ,melarsomine
C3265556    ,melatonex
C0025219    ,melatonin
C0376337    ,melengestrol
C0728754    ,melfiat
C1377670    ,melitracen
C0591768    ,mellaril
C0721655    ,mellaril-s
C0083381    ,meloxicam
C3667732    ,meloxidyl
C0066477    ,melperone
C0025241    ,melphalan
C0721658    ,melquin-3
C0025242    ,memantine
C2701050    ,membraneblue
C1567129    ,menactra
C0065932    ,menadiol
C0025270    ,menadione
C0721659    ,menadol
C0065936    ,menatetrenone
C1170392    ,menaval-20
C0721474    ,m-end
C3858032    ,mend19
C0721660    ,menest
C0068495    ,menfegol
C3485426    ,menhibrix
C0721661    ,meni-d
C1590070    ,meningovax-ac
C0721662    ,menogen
C0595531    ,menopur
C1589838    ,menostar
C1637351    ,men-phor
C3859692    ,menstridol
C2949035    ,mentadent
C0721666    ,mentax
C0025368    ,menthol
C1815365    ,mentholatum
C2741594    ,menveo
C0034403    ,mepacrine
C0360172    ,mepenzolate
C0684191    ,mepergan
C0025376    ,meperidine
C1588174    ,meperitab
C0025379    ,mephenesin
C0025380    ,mephentermine
C0025381    ,mephenytoin
C0025382    ,mephobarbital
C0721675    ,mephyton
C0065961    ,mepindolol
C0078703    ,mepirodipine
C0025384    ,mepivacaine
C0969324    ,mepolizumab
C1235673    ,mepranix
C0065967    ,meprednisone
C0025386    ,meprobamate
C0378468    ,mepron
C0721676    ,meprozine
C4534650    ,mepsevii
C0025387    ,meptazinol
C0731201    ,meptid
C0034282    ,mepyramine
C0048318    ,mequinol
C0065972    ,mequitazine
C0304629    ,meradimate
C0242249    ,merbentyl
C0025397    ,merbromin
C0010648    ,mercaptamine
C0000618    ,mercaptopurine
C1962473    ,mercuroclear
C0025424    ,mercury
C0721677    ,mericaine
C0635898    ,meridia
C0721678    ,meritate
C0591774    ,meronem
C0066005    ,meropenem
C0286095    ,merrem
C0025446    ,mersalyl
C0721679    ,mersol
C4291408    ,mertodol
C0127615    ,mesalamine
C0127615    ,mesalazine
C0813900    ,mesantoin
C0591748    ,m-eslon
C0000294    ,mesna
C0721681    ,mesnex
C0025497    ,mesoridazine
C0025503    ,mesterolone
C0700005    ,mestinon
C0025506    ,mestranol
C0066033    ,mesulfen
C0109002    ,mesuximide
C3645051    ,mesylate
C2962502    ,metacam
C1619621    ,metaclazepam
C0047317    ,metacresol
C0025603    ,metacycline
C1563860    ,metadate
C2353443    ,metaflumizone
C1170394    ,metaglip
C0721683    ,metahydrin
C0025611    ,metamfetamine
C0066082    ,metamipicillin
C0012586    ,metamizole
C0025559    ,metamucil
C0025616    ,metandienone
C1614664    ,metanx
C0733817    ,metaprel
C0029193    ,metaproterenol
C0025575    ,metaraminol
C3163356    ,metasol
C3538403    ,metatensin
C0025592    ,metavanadate
C4058352    ,metaxall
C0163055    ,metaxalone
C0590681    ,metazem
C1602377    ,metazone
C0721686    ,meted
C1323212    ,metenix
C2983984    ,metenkefalin
C0025639    ,metenolone
C0025641    ,metergoline
C0025598    ,metformin
C1614658    ,metforming
C0600370    ,methacholine
C2828373    ,methacrylate
C0025603    ,methacycline
C0721687    ,methadex
C0025605    ,methadone
C0592779    ,methadose
C2978479    ,methagual
C0025611    ,methamphetamine
C0066082    ,methampicillin
C0025615    ,methandriol
C0025616    ,methandrostenolone
C0001963    ,methanol
C3651723    ,methanolamine
C0025624    ,methantheline
C0025625    ,methapyrilene
C0025627    ,methaqualone
C0025629    ,metharbital
C0025631    ,methazolamide
C0066101    ,methdilazine
C0025638    ,methenamine
C0025639    ,methenolone
C0733811    ,methergine
C0594373    ,methex
C0025644    ,methimazole
C3854797    ,methio-form
C0025646    ,methionine
C1563864    ,methitest
C0066139    ,methixene
C0025659    ,methocarbamol
C0025668    ,methohexital
C0771017    ,methoserpidine
C0025677    ,methotrexate
C0025678    ,methotrimeprazine
C0025681    ,methoxamine
C0025684    ,methoxsalen
C0025688    ,methoxyflurane
C0066165    ,methoxyphenamine
C4300849    ,methoxypropylgluconamide
C0301374    ,methscopolamine
C0109002    ,methsuximide
C0025696    ,methyclothiazide
C4550886    ,methyl-alpha-ionone
C0066335    ,methylbenzethonium
C0025729    ,methylcellulose
C0049104    ,methylchloroisothiazolinone
C0065844    ,methylcobalamin
C0721690    ,methylcotol
C1170398    ,methylcotolone
C0525145    ,methyldiethanolamine
C0025741    ,methyldopa
C0025744    ,methyldopate
C4049990    ,methylephedrine
C0025760    ,methylergometrine
C0025760    ,methylergonovine
C0066372    ,methyleugenol
C3848532    ,methylhomatropine
C0876085    ,methylin
C1869488    ,methylinositol
C0046343    ,methylisothiazolinone
C0066409    ,methylmethacrylate
C0066411    ,methylnaltrexone
C0066412    ,methylnicotinate
C0066415    ,methylparaben
C0025810    ,methylphenidate
C0025382    ,methylphenobarbital
C1587975    ,methylpred
C0025815    ,methylprednisolone
C3255825    ,methylpropanediol
C0301374    ,methylscopolamine
C3464711    ,methylserine
C0058231    ,methylsulfonylmethane
C0025826    ,methyltestosterone
C0025840    ,methyprylon
C0025842    ,methysergide
C0728770    ,meticorten
C0025132    ,metildigoxin
C0721693    ,metimyd
C0041030    ,metipranolol
C0886584    ,metirosine
C0066139    ,metixene
C0025853    ,metoclopramide
C1602413    ,metocloproamide
C0066465    ,metocurine
C0025854    ,metolazone
C0025856    ,metomidate
C0066469    ,metopimazine
C0700006    ,metopirone
C0025859    ,metoprolol
C1235671    ,metoros
C0731206    ,metosyn
C2722217    ,metozolv
C1171460    ,metramid
C0961965    ,metreleptin
C0040898    ,metrifonate
C0025869    ,metrizamide
C1588342    ,metroclopramide
C0721694    ,metrocream
C1720853    ,metrodin
C0699681    ,metrogel
C0721695    ,metrogel-vaginal
C0721696    ,metrolotion
C0591780    ,metrolyl
C1614113    ,metronidale
C0025872    ,metronidazole
C1588621    ,metroprolol
C0731208    ,metrotop
C0591781    ,metrovex
C0591782    ,metrozol
C0721697    ,metryl
C1967607    ,metvixia
C0066477    ,metylperon
C0025876    ,metyrapone
C0886584    ,metyrosine
C0728780    ,mevacor
C0066485    ,mevalonolactone
C1614712    ,mexar
C0025887    ,mexiletine
C0600129    ,mexitil
C0721698    ,mexsana
C0701901    ,mezlin
C0025893    ,mezlocillin
C1330391    ,mhp-a
C0128423    ,miacalcic
C0721702    ,miacalcin
C0721699    ,mi-acid
C0025912    ,mianserin
C0286185    ,mibefradil
C0066503    ,mica
C2722434    ,micaderm
C1120386    ,micafungin
C0593404    ,micanol
C0721704    ,micardis
C0939381    ,micardis-hct
C0721705    ,micatin
C3666183    ,micaved
C0721711    ,micomp-pb
C0721713    ,micon-80
C0025942    ,miconazole
C2241059    ,micort-hc
C1602443    ,micotil
C0721715    ,micrainin
C3530878    ,micrell
C0702054    ,micrhogam
C1328795    ,microgestin
C1170401    ,micro-guard
C0721716    ,micro-k
C0721719    ,microlipid
C0700712    ,micronase
C0205756    ,micronefrin
C0066520    ,micronomicin
C0699160    ,micronor
C0591785    ,micronor.hrt
C0721720    ,microzide
C1171553    ,micturin
C0026054    ,midamor
C0026056    ,midazolam
C1589805    ,midazolan
C0721721    ,midchlor
C0066531    ,midecamycin
C0026078    ,midodrine
C0526371    ,midostaurin
C0066532    ,midrin
C0939382    ,mifeprex
C0026088    ,mifepristone
C0721728    ,migergot
C0066535    ,miglitol
C1321596    ,miglustat
C0721729    ,migquin
C3465268    ,migracet
C0721730    ,migracet-pb
C0591787    ,migrafen
C1601144    ,migralam
C2946572    ,migralex
C1637822    ,migran-a
C0086157    ,migranal
C0721732    ,migrapap
C1654906    ,migraten
C0721733    ,migratine
C0721734    ,migrazone
C1601150    ,migrend
C0721735    ,migrex
C2927162    ,milantex
C1589774    ,milbemite
C0721737    ,milkinol
C2346262    ,millipred
C1533126    ,milnacipran
C0721738    ,milontin
C0128513    ,milrinone
C0068006    ,miltefosine
C0700705    ,miltown
C0066561    ,minaprine
C0066562    ,minaxolone
C1602662    ,mindal
C3257769    ,minica
C0701227    ,minidiab
C2949259    ,minidrops
C0721740    ,minidyne
C0591804    ,minihep
C0242447    ,minipress
C2683465    ,miniprin
C2603382    ,minirin
C0721742    ,minitabs
C0590705    ,minitran
C3504921    ,minivelle
C0721743    ,minizide
C0591806    ,minocin
C0026187    ,minocycline
C0591809    ,minogal
C4519804    ,minolira
C0721744    ,minotal
C0026196    ,minoxidil
C1588418    ,mintab
C1330405    ,mintex
C0700007    ,mintezol
C0916887    ,mintlactone
C0721745    ,mintox
C0026202    ,miocamycin
C0282037    ,miochol
C0721749    ,miochol-e
C1601202    ,miogesic
C1966601    ,mi-omega
C0721747    ,mio-rel
C1707266    ,miostat
C2604635    ,mipomersen
C2983812    ,mirabegron
C0721753    ,miradon
C0876088    ,miralax
C3267948    ,miranel
C0721754    ,mirapex
C0066588    ,miraxid
C1996332    ,mircera
C0591811    ,mirena
C0771660    ,miristalkonium
C0049506    ,mirtazapine
C1589158    ,mirtazdine
C3666439    ,mirvaso
C0085174    ,misoprostol
C0702074    ,mitaban
C0702002    ,mithracin
C3858047    ,mitigare
C0026236    ,mitobronitol
C0002475    ,mitomycin
C3265226    ,mitosol
C0026256    ,mitotane
C0591812    ,mitoxana
C0026259    ,mitoxantrone
C1999259    ,mitran
C0721760    ,mitrazol
C0721761    ,mitride
C0728729    ,mitrolan
C0591813    ,mivacron
C0066621    ,mivacurium
C0171302    ,mizolastine
C0595723    ,mizollen
C0733813    ,moban
C0592680    ,mobic
C0721762    ,mobidin
C0678174    ,mobiflex
C0721763    ,mobigesic
C1177020    ,mobilan
C3154552    ,mobisyl
C0066673    ,moclobemide
C0163468    ,moctanin
C0066677    ,modafinil
C0026334    ,modane
C0591815    ,modaplate
C3700973    ,moderiba
C1691769    ,modicon
C0591817    ,moditen
C0730689    ,modrasone
C0591818    ,modrenal
C3538412    ,moduret
C0128816    ,moduretic
C0066685    ,moexipril
C0209137    ,moexiprilat
C0066774    ,mofebutazone
C0043597    ,mofezolac
C0591820    ,mogadon
C0592770    ,moisture-eyes
C0721771    ,moisturel
C2948606    ,moistureworx
C0026370    ,molasses
C0730690    ,molcer
C0218633    ,molgramostim
C0026388    ,molindone
C0917896    ,molipaxin
C0721773    ,mol-iron
C0721774    ,mollifene
C0026400    ,molsidomine
C0026402    ,molybdenum
C0721775    ,molypen
C4051558    ,mometamax
C0360564    ,mometasone
C2733638    ,momexin
C2701991    ,momordicae
C1815247    ,monarc-m
C0878131    ,monaspor
C4051314    ,mondoxyne
C0026408    ,monensin
C1177005    ,monistat
C0876089    ,monistat-1
C0306857    ,monistat-derm
C0590695    ,monit
C0050962    ,monobenzone
C0721784    ,monocal
C0590698    ,mono-cedocard
C3497937    ,monocete
C0733426    ,monocid
C0376176    ,monoclate
C0591821    ,monoclate-p
C0591822    ,monocor
C0721785    ,monodox
C0731571    ,monodur
C0128922    ,monofluorophosphate
C0721782    ,mono-gesic
C0721786    ,monojel
C0699647    ,monoket
C1330409    ,mononessa
C0297142    ,mononine
C0066770    ,monooctanoin
C0066771    ,monoolein
C0728957    ,monopril
C0876091    ,monopril-hct
C0066779    ,monosulfiram
C3811238    ,monovisc
C0298130    ,montelukast
C1613015    ,montephen
C0205679    ,montmorrillonite
C0939386    ,monurol
C0721788    ,mooredec
C0079856    ,moracizine
C0026534    ,morantel
C0066795    ,morazone
C3154127    ,morgidox
C0079856    ,moricizine
C0066803    ,morniflumate
C0066805    ,moroxydine
C4224864    ,morphabond
C0026549    ,morphine
C0026560    ,morpholine
C1572754    ,morrhuate
C0526501    ,mosapride
C0721795    ,mosco-cain
C3892964    ,motazol
C0591829    ,motifene
C0700011    ,motilium
C0721798    ,motion-aid
C0721799    ,motofen
C0699203    ,motrin
C0026647    ,mouthwash
C3858036    ,movantik
C1815369    ,moviprep
C0026651    ,moxalactam
C2370455    ,moxatag
C0129044    ,moxaverine
C2954320    ,moxeza
C0163557    ,moxidectin
C0536495    ,moxifloxacin
C1170406    ,moxilin
C0040108    ,moxisylyte
C0066837    ,moxonidine
C0721477    ,m-oxy
C1879513    ,mozobil
C0721478    ,m-phen
C0047693    ,m-phenylenediamine
C0721479    ,m-prednisolone
C0700789    ,msir
C1170383    ,msp-blu
C0876743    ,m.t.e.-4
C0721484    ,m.t.e.-5
C0721486    ,m.t.e.-6
C0721487    ,m.t.e.-7
C1170407    ,mucinex
C0026682    ,mucins
C0721808    ,mucobid-l.a.
C1170408    ,muco-fen
C1263585    ,mucolex
C0699252    ,mucomyst
C0721809    ,mucomyst-10
C0721810    ,mucomyst-20
C0721811    ,mudrane
C3858037    ,muellergesic
C1744304    ,multaq
C0721814    ,multe-pak-4
C0721815    ,multe-pak-5
C1966160    ,multi-delyn
C2356046    ,multigen
C0753357    ,multihance
C0721827    ,multihistamine-d
C0721838    ,multitrace-4
C0721842    ,multitrace-5
C0306867    ,mumpsvax
C0085259    ,mupirocin
C1703694    ,muprocin
C0026794    ,muramidase
C3531528    ,muricin
C1178727    ,muripsin
C0721849    ,murocel
C0085379    ,muromonab-cd3
C0593863    ,muscinil
C0066962    ,muscone
C2366566    ,muse
C0917712    ,mustargen
C0702051    ,mutamycin
C2722440    ,mvc-fluoride
C3817352    ,myalept
C0026895    ,myambutol
C1613030    ,mycamine
C0721854    ,mycasone
C0699671    ,mycelex
C1330411    ,mycelex-3
C0721857    ,mycelex-7
C0721858    ,mycelex-g
C0721859    ,myci
C0591835    ,mycifradin
C0721860    ,myciguent
C3192529    ,mycinaire
C0733659    ,mycobutin
C3643629    ,mycocide
C2961874    ,mycogen
C0067012    ,mycolog
C0721867    ,mycomar
C0883242    ,mycophenolate
C0699477    ,mycostatin
C2961869    ,myco-triacet
C4490125    ,mydayis
C1876774    ,mydex
C0721868    ,mydfrin
C1962230    ,mydocs
C0721869    ,mydral
C0701403    ,mydriacyl
C0730698    ,mydrilate
C0721500    ,my-e
C0700014    ,myelobromol
C0721870    ,myelo-kit
C0721871    ,myfedrine
C1620923    ,myfortic
C0591837    ,mygdalon
C0721874    ,mygel
C0721875    ,mygracet
C2949596    ,mygrex
C3464501    ,myhelper
C1813657    ,myhist-dm
C0701386    ,mykrox
C0721877    ,mylagel
C0721879    ,mylagen
C0067044    ,mylanta
C0721885    ,mylaval
C0700015    ,myleran
C0721886    ,mylicon
C1588934    ,mylocaine
C0939392    ,mylocel
C0876099    ,mylotarg
C0939393    ,myobloc
C0700008    ,myochrysine
C1589691    ,myocidin
C1170412    ,my-o-den
C0728739    ,myoflex
C3244581    ,myogesic-cs
C0721897    ,myolin
C1588351    ,myophen
C3257640    ,myorisan
C3154694    ,myorx
C3163502    ,myoxin
C1703294    ,myozyme
C0721901    ,myphetapp
C1588969    ,myrac
C3485428    ,myrbetriq
C3848606    ,myreth-4
C0067067    ,myricetin
C3535893    ,myristalkonium
C0129533    ,myristate
C0163061    ,myrtecaine
C0633482    ,myrtol
C0700016    ,mysoline
C2955085    ,mysotrol
C1448379    ,mytelase
C4282544    ,mytesi
C0721905    ,mytrex
C0721906    ,mytussin
C4529819    ,"n-(1,3,4-tris(hydroxymethyl)-2,5-dioxo-4-imidazolidinyl)-n,n'-bis(hydroxymethyl)urea"
C4520808    ,"n-(1,3-bis(hydroxymethyl)-2,5-dioxo-4-imidazolidinyl)-n,n'-bis(hydroxymethyl)urea"
C1433693    ,n-(3-(dimethylamino)propyl)octadecanamide
C0876102    ,nabi-hb
C0068333    ,nabilone
C0068334    ,nabumetone
C0067687    ,n-acetylcarnosine
C0001056    ,n-acetylglucosamine
C0067748    ,n-acetylmethionine
C0067790    ,n-acetyltryptophan
C0067794    ,n-acetyltyrosine
C0591839    ,nacton
C0027289    ,nadh
C0027302    ,nadolol
C0068353    ,nadoxolol
C0206232    ,nadroparin
C0064906    ,nafarelin
C0721921    ,nafazair
C0027324    ,nafcillin
C1170414    ,nafrinse
C0027329    ,nafronyl
C0027330    ,nafronyloxalate
C0068366    ,naftazone
C0027329    ,naftidrofuryl
C0068367    ,naftifine
C0721922    ,naftin
C1614702    ,naglazyme
C2740906    ,nail-ex
C1704159    ,nalacet
C0027348    ,nalbuphine
C4325235    ,naldemedine
C2356179    ,naldex
C0721937    ,nalex
C0721942    ,nalfed
C0700739    ,nalfon
C0369723    ,nalidixate
C0721947    ,nallpen
C0068377    ,nalmefene
C3700399    ,naloxegol
C0027358    ,naloxone
C0027360    ,naltrexone
C1330412    ,namenda
C3883365    ,namzaric
C1589854    ,nandrocot
C0027368    ,nandrolone
C3710117    ,nanofreeze
C1588980    ,napeoxen
C0027373    ,naphazoline
C0701903    ,naphcon
C0068407    ,naphtha
C0027375    ,naphthalene
C4058704    ,naphthoquine
C0721957    ,naprelan
C1601705    ,naprofen
C0700017    ,naprosyn
C0027396    ,naproxen
C1588977    ,naproxrn
C0740163    ,naqua
C0068443    ,narasin
C0540623    ,naratriptan
C0684237    ,narcan
C1694883    ,narcof
C0701388    ,nardil
C1601605    ,narfarin
C0068450    ,naringenin
C0068451    ,naringin
C1741472    ,nariz
C0525803    ,naropin
C1735417    ,narvox
C0721961    ,nasabid
C0594040    ,nasacort
C3500147    ,nasadrops
C0700883    ,nasalcrom
C0721978    ,nasalide
C0721979    ,nasarel
C1601669    ,nasatab
C0721981    ,nasatuss
C0876747    ,nascobal
C1588169    ,nasex
